Time,No,Operator,Machine,Sample,Concentration,Solvent,Temperature,TDS,Conductivity
2023-10-05T10:01:11+00:00,163,2,1,5.21,70,100,26.31,390.97,610.9
2023-10-05T10:01:31+00:00,164,2,1,5.21,70,100,26.31,390.97,610.9
2023-10-05T10:01:52+00:00,165,2,1,5.21,70,100,26.31,390.97,610.9
2023-10-05T10:02:12+00:00,166,2,1,5.21,70,100,26.31,390.97,610.9
2023-10-05T10:02:33+00:00,167,2,1,5.21,70,100,26.31,390.97,610.9
2023-10-05T10:07:28+00:00,169,2,1,5.21,80,100,24.25,467.13,729.89
2023-10-05T10:07:44+00:00,170,2,1,5.21,80,100,25.75,449.31,702.05
2023-10-05T10:08:09+00:00,171,2,1,5.21,80,100,25.87,448.21,700.32
2023-10-05T10:08:25+00:00,172,2,1,5.21,80,100,25.94,447.66,699.46
2023-10-05T10:08:45+00:00,173,2,1,5.21,80,100,25.94,447.66,699.46
2023-10-05T10:09:06+00:00,174,2,1,5.21,80,100,25.94,449.65,702.58
2023-10-05T10:09:27+00:00,175,2,1,5.21,80,100,25.87,450.2,703.44
2023-10-05T10:09:47+00:00,176,2,1,5.21,80,100,25.94,449.65,702.58
2023-10-05T10:10:08+00:00,177,2,1,5.21,80,100,25.87,450.2,703.44
2023-10-05T10:10:29+00:00,178,2,1,5.21,80,100,25.87,450.2,703.44
2023-10-05T10:10:49+00:00,179,2,1,5.21,80,100,25.87,450.2,703.44
2023-10-05T10:11:10+00:00,180,2,1,5.21,80,100,25.94,449.65,702.58
2023-10-05T10:11:31+00:00,181,2,1,5.21,80,100,25.94,449.65,702.58
2023-10-05T10:11:51+00:00,182,2,1,5.21,80,100,25.94,449.65,702.58
2023-10-05T10:12:12+00:00,183,2,1,5.21,80,100,25.87,448.21,700.32
2023-10-05T10:12:32+00:00,184,2,1,5.21,80,100,25.87,448.21,700.32
2023-10-05T10:12:53+00:00,185,2,1,5.21,80,100,25.81,448.76,701.18
2023-10-05T10:13:14+00:00,186,2,1,5.21,80,100,25.81,448.76,701.18
2023-10-05T10:13:34+00:00,187,2,1,5.21,80,100,25.81,448.76,701.18
2023-10-05T10:13:55+00:00,188,2,1,5.21,80,100,25.81,448.76,701.18
2023-10-05T10:14:16+00:00,189,2,1,5.21,80,100,25.81,448.76,701.18
2023-10-05T10:14:36+00:00,190,2,1,5.21,80,100,25.81,448.76,701.18
2023-10-05T10:14:57+00:00,191,2,1,5.21,80,100,25.81,448.76,701.18
2023-10-05T10:15:18+00:00,192,2,1,5.21,80,100,25.81,448.76,701.18
2023-10-05T10:19:04+00:00,194,2,1,5.21,90,100,25.56,498.7,779.22
2023-10-05T10:19:19+00:00,195,2,1,5.21,90,100,25.62,498.09,778.26
2023-10-05T10:19:40+00:00,196,2,1,5.21,90,100,25.62,495.95,774.92
2023-10-05T10:20:00+00:00,197,2,1,5.21,90,100,25.62,495.95,774.92
2023-10-05T10:20:21+00:00,198,2,1,5.21,90,100,25.56,496.56,775.87
2023-10-05T10:20:42+00:00,199,2,1,5.21,90,100,25.62,495.95,774.92
2023-10-05T10:21:02+00:00,200,2,1,5.21,90,100,25.62,495.95,774.92
2023-10-05T10:21:23+00:00,201,2,1,5.21,90,100,25.56,496.56,775.87
2023-10-05T10:21:47+00:00,202,2,1,5.21,90,100,25.56,496.56,775.87
2023-10-05T10:22:04+00:00,203,2,1,5.21,90,100,25.56,496.56,775.87
2023-10-05T10:22:25+00:00,204,2,1,5.21,90,100,25.56,496.56,775.87
2023-10-05T10:22:45+00:00,205,2,1,5.21,90,100,25.56,496.56,775.87
2023-10-05T10:23:06+00:00,206,2,1,5.21,90,100,25.56,496.56,775.87
2023-10-05T10:23:27+00:00,207,2,1,5.21,90,100,25.56,496.56,775.87
2023-10-05T10:23:47+00:00,208,2,1,5.21,90,100,25.56,496.56,775.87
2023-10-05T10:24:08+00:00,209,2,1,5.21,90,100,25.56,496.56,775.87
2023-10-05T10:24:29+00:00,210,2,1,5.21,90,100,25.56,496.56,775.87
2023-10-05T10:24:49+00:00,211,2,1,5.21,90,100,25.5,495.03,773.49
2023-10-05T10:25:10+00:00,212,2,1,5.21,90,100,25.5,495.03,773.49
2023-10-05T10:28:00+00:00,214,2,1,5.21,100,100,25.31,564.36,881.81
2023-10-05T10:28:15+00:00,215,2,1,5.21,100,100,25.37,563.66,880.71
2023-10-05T10:28:35+00:00,216,2,1,5.21,100,100,25.37,563.66,880.71
2023-10-05T10:28:56+00:00,217,2,1,5.21,100,100,25.37,563.66,880.71
2023-10-05T10:29:17+00:00,218,2,1,5.21,100,100,25.31,564.36,881.81
2023-10-05T10:29:37+00:00,219,2,1,5.21,100,100,25.31,564.36,881.81
2023-10-05T10:29:58+00:00,220,2,1,5.21,100,100,25.31,562,878.12
2023-10-05T10:30:22+00:00,221,2,1,5.21,100,100,25.31,562,878.12
2023-10-05T10:30:39+00:00,222,2,1,5.21,100,100,25.31,562,878.12
2023-10-05T10:31:00+00:00,223,2,1,5.21,100,100,25.31,562,878.12
2023-10-05T10:31:21+00:00,224,2,1,5.21,100,100,25.31,562,878.12
2023-10-05T10:31:41+00:00,225,2,1,5.21,100,100,25.31,564.36,881.81
2023-10-05T10:32:02+00:00,226,2,1,5.21,100,100,25.31,562,878.12
2023-10-05T10:32:23+00:00,227,2,1,5.21,100,100,25.31,562,878.12
2023-10-05T10:32:43+00:00,228,2,1,5.21,100,100,25.25,562.7,879.21
2023-10-05T10:33:04+00:00,229,2,1,5.21,100,100,25.25,562.7,879.21
2023-10-05T10:33:24+00:00,230,2,1,5.21,100,100,25.25,562.7,879.21
2023-10-05T10:33:45+00:00,231,2,1,5.21,100,100,25.25,562.7,879.21
2023-10-05T10:34:06+00:00,232,2,1,5.21,100,100,25.25,562.7,879.21
2023-10-05T10:34:26+00:00,233,2,1,5.21,100,100,25.25,562.7,879.21
2023-10-05T10:34:47+00:00,234,2,1,5.21,100,100,25.31,562,878.12
2023-10-05T10:35:08+00:00,235,2,1,5.21,100,100,25.25,562.7,879.21
2023-10-05T10:38:36+00:00,237,2,1,5.21,110,100,25.06,652.76,1019.94
2023-10-05T10:38:57+00:00,238,2,1,5.21,110,100,25.06,652.76,1019.94
2023-10-05T10:39:18+00:00,239,2,1,5.21,110,100,25.06,652.76,1019.94
2023-10-05T10:39:38+00:00,240,2,1,5.21,110,100,25.06,652.76,1019.94
2023-10-05T10:39:59+00:00,241,2,1,5.21,110,100,25.06,652.76,1019.94
2023-10-05T10:40:19+00:00,242,2,1,5.21,110,100,25.06,652.76,1019.94
2023-10-05T10:40:40+00:00,243,2,1,5.21,110,100,25.06,652.76,1019.94
2023-10-05T10:41:01+00:00,244,2,1,5.21,110,100,25.06,652.76,1019.94
2023-10-05T10:41:25+00:00,245,2,1,5.21,110,100,25,653.58,1021.21
2023-10-05T10:41:42+00:00,246,2,1,5.21,110,100,25.06,652.76,1019.94
2023-10-05T10:42:03+00:00,247,2,1,5.21,110,100,25.06,652.76,1019.94
2023-10-05T10:42:23+00:00,248,2,1,5.21,110,100,25.06,652.76,1019.94
2023-10-05T10:42:44+00:00,249,2,1,5.21,110,100,25.06,652.76,1019.94
2023-10-05T10:43:05+00:00,250,2,1,5.21,110,100,25,653.58,1021.21
2023-10-05T10:43:26+00:00,251,2,1,5.21,110,100,25,653.58,1021.21
2023-10-05T10:43:46+00:00,252,2,1,5.21,110,100,25,653.58,1021.21
2023-10-05T10:44:07+00:00,253,2,1,5.21,110,100,25,653.58,1021.21
2023-10-05T10:44:29+00:00,254,2,1,5.21,110,100,25,653.58,1021.21
2023-10-05T10:44:48+00:00,255,2,1,5.21,110,100,25,653.58,1021.21
2023-10-05T10:45:09+00:00,256,2,1,5.21,110,100,25,653.58,1021.21
2023-10-12T08:49:27+00:00,257,2,1,5.21,120,100,29.25,688.75,1076.17
2023-10-12T08:49:43+00:00,258,2,1,5.21,120,100,29.19,686.77,1073.08
2023-10-12T08:49:58+00:00,259,2,1,5.21,120,100,29.19,686.77,1073.08
2023-10-12T08:50:14+00:00,260,2,1,5.21,120,100,29.19,686.77,1073.08
2023-10-12T08:50:36+00:00,261,2,1,5.21,120,100,29.12,687.56,1074.32
2023-10-12T08:50:56+00:00,262,2,1,5.21,120,100,29.12,687.56,1074.32
2023-10-12T08:51:16+00:00,263,2,1,5.21,120,100,29.12,684.79,1069.99
2023-10-12T08:51:37+00:00,264,2,1,5.21,120,100,29.06,685.58,1071.23
2023-10-12T08:51:58+00:00,265,2,1,5.21,120,100,29.06,685.58,1071.23
2023-10-12T08:52:18+00:00,266,2,1,5.21,120,100,29.06,685.58,1071.23
2023-10-12T08:52:39+00:00,267,2,1,5.21,120,100,29,686.38,1072.47
2023-10-12T08:53:00+00:00,268,2,1,5.21,120,100,29,683.61,1068.14
2023-10-12T08:53:21+00:00,269,2,1,5.21,120,100,28.94,684.4,1069.38
2023-10-12T08:53:41+00:00,270,2,1,5.21,120,100,28.94,684.4,1069.38
2023-10-12T08:54:02+00:00,271,2,1,5.21,120,100,28.94,684.4,1069.38
2023-10-12T08:54:22+00:00,272,2,1,5.21,120,100,28.94,684.4,1069.38
2023-10-12T08:54:43+00:00,273,2,1,5.21,120,100,28.87,682.44,1066.31
2023-10-12T08:55:04+00:00,274,2,1,5.21,120,100,28.87,682.44,1066.31
2023-10-12T08:56:29+00:00,276,2,1,5.21,130,100,26.25,890.6,1391.56
2023-10-12T08:56:45+00:00,277,2,1,5.21,130,100,28.31,856.14,1337.72
2023-10-12T08:57:05+00:00,278,2,1,5.21,130,100,28.44,854.14,1334.59
2023-10-12T08:57:26+00:00,279,2,1,5.21,130,100,28.5,853.14,1333.03
2023-10-12T08:57:46+00:00,280,2,1,5.21,130,100,28.5,853.14,1333.03
2023-10-12T08:58:07+00:00,281,2,1,5.21,130,100,28.44,850.75,1329.3
2023-10-12T08:58:27+00:00,282,2,1,5.21,130,100,28.44,850.75,1329.3
2023-10-12T08:58:50+00:00,283,2,1,5.21,130,100,28.44,850.75,1329.3
2023-10-12T08:59:08+00:00,284,2,1,5.21,130,100,28.37,851.75,1330.86
2023-10-12T08:59:30+00:00,285,2,1,5.21,130,100,28.31,852.75,1332.42
2023-10-12T08:59:52+00:00,286,2,1,5.21,130,100,28.31,849.36,1327.13
2023-10-12T09:00:11+00:00,287,2,1,5.21,130,100,28.31,849.36,1327.13
2023-10-12T09:00:32+00:00,288,2,1,5.21,130,100,28.31,849.36,1327.13
2023-10-12T09:00:52+00:00,289,2,1,5.21,130,100,28.25,850.36,1328.69
2023-10-12T09:01:13+00:00,290,2,1,5.21,130,100,28.25,850.36,1328.69
2023-10-12T09:01:33+00:00,291,2,1,5.21,130,100,28.25,850.36,1328.69
2023-10-12T09:01:54+00:00,292,2,1,5.21,130,100,28.25,850.36,1328.69
2023-10-12T09:02:14+00:00,293,2,1,5.21,130,100,28.19,851.36,1330.25
2023-10-12T09:02:36+00:00,294,2,1,5.21,130,100,28.19,851.36,1330.25
2023-10-12T09:02:56+00:00,295,2,1,5.21,130,100,28.19,851.36,1330.25
2023-10-12T09:03:16+00:00,296,2,1,5.21,130,100,28.19,851.36,1330.25
2023-10-12T09:04:49+00:00,298,2,1,5.21,140,100,26.37,950.37,1484.96
2023-10-12T09:05:05+00:00,299,2,1,5.21,140,100,27.62,924.14,1443.96
2023-10-12T09:05:25+00:00,300,2,1,5.21,140,100,27.87,919.77,1437.13
2023-10-12T09:05:46+00:00,301,2,1,5.21,140,100,27.94,918.68,1435.44
2023-10-12T09:06:07+00:00,302,2,1,5.21,140,100,27.94,918.68,1435.44
2023-10-12T09:06:27+00:00,303,2,1,5.21,140,100,27.94,918.68,1435.44
2023-10-12T09:06:48+00:00,304,2,1,5.21,140,100,27.94,915.05,1429.77
2023-10-12T09:07:08+00:00,305,2,1,5.21,140,100,27.94,918.68,1435.44
2023-10-12T09:07:29+00:00,306,2,1,5.21,140,100,27.94,915.05,1429.77
2023-10-12T09:07:50+00:00,307,2,1,5.21,140,100,27.87,916.13,1431.46
2023-10-12T09:08:10+00:00,308,2,1,5.21,140,100,27.87,916.13,1431.46
2023-10-12T09:08:31+00:00,309,2,1,5.21,140,100,27.87,916.13,1431.46
2023-10-12T09:08:52+00:00,310,2,1,5.21,140,100,27.87,916.13,1431.46
2023-10-12T09:09:12+00:00,311,2,1,5.21,140,100,27.87,916.13,1431.46
2023-10-12T09:09:33+00:00,312,2,1,5.21,140,100,27.81,913.59,1427.49
2023-10-12T09:09:54+00:00,313,2,1,5.21,140,100,27.81,913.59,1427.49
2023-10-12T09:10:14+00:00,314,2,1,5.21,140,100,27.75,914.68,1429.18
2023-10-12T09:10:35+00:00,315,2,1,5.21,140,100,27.75,914.68,1429.18
2023-10-12T09:10:56+00:00,316,2,1,5.21,140,100,27.69,915.76,1430.88
2023-10-12T09:11:16+00:00,317,2,1,5.21,140,100,27.69,915.76,1430.88
2023-10-12T09:11:37+00:00,318,2,1,5.21,140,100,27.62,916.85,1432.58
2023-10-12T09:18:20+00:00,320,2,1,5.21,150,100,27.25,975.95,1524.92
2023-10-12T09:18:36+00:00,321,2,1,5.21,150,100,27.25,972.11,1518.92
2023-10-12T09:18:58+00:00,322,2,1,5.21,150,100,27.25,972.11,1518.92
2023-10-12T09:19:20+00:00,323,2,1,5.21,150,100,27.25,972.11,1518.92
2023-10-12T09:19:38+00:00,324,2,1,5.21,150,100,27.25,972.11,1518.92
2023-10-12T09:25:48+00:00,325,2,1,5.21,150,100,27.06,971.77,1518.38
2023-10-12T09:26:04+00:00,326,2,1,5.21,150,100,27.06,971.77,1518.38
2023-10-12T09:26:24+00:00,327,2,1,5.21,150,100,27.06,967.94,1512.4
2023-10-12T09:26:47+00:00,328,2,1,5.21,150,100,27,969.1,1514.22
2023-10-12T09:27:05+00:00,329,2,1,5.21,150,100,27.06,967.94,1512.4
2023-10-12T09:27:29+00:00,330,2,1,5.21,150,100,27,969.1,1514.22
2023-10-12T09:27:47+00:00,331,2,1,5.21,150,100,27,969.1,1514.22
2023-10-12T09:28:07+00:00,332,2,1,5.21,150,100,27,969.1,1514.22
2023-10-12T09:28:49+00:00,333,2,1,5.21,150,100,26.94,970.27,1516.04
2023-10-12T09:29:09+00:00,334,2,1,5.21,150,100,27,969.1,1514.22
2023-10-12T09:29:33+00:00,335,2,1,5.21,150,100,26.94,970.27,1516.04
2023-10-12T09:29:51+00:00,336,2,1,5.21,150,100,26.94,970.27,1516.04
2023-10-12T09:30:13+00:00,337,2,1,5.21,150,100,26.94,970.27,1516.04
2023-10-12T09:30:35+00:00,338,2,1,5.21,150,100,26.94,966.45,1510.07
