Time,No,Operator,Machine,Sample,Concentration,Solvent,Temperature,TDS,Conductivity
2023-08-19T21:19:12+05:30,84,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:19:32+05:30,85,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:19:53+05:30,86,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:20:13+05:30,87,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:20:34+05:30,88,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:20:55+05:30,89,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:21:15+05:30,90,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:21:36+05:30,91,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:21:57+05:30,92,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:22:17+05:30,93,1,2,0.1,0,100,28.25,34.49,53.9
2023-08-19T21:22:38+05:30,94,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:22:59+05:30,95,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:23:19+05:30,96,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:23:40+05:30,97,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:24:00+05:30,98,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:24:21+05:30,99,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:24:42+05:30,100,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:25:02+05:30,101,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:25:23+05:30,102,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:25:44+05:30,103,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:26:04+05:30,104,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:26:25+05:30,105,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:26:45+05:30,106,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:27:06+05:30,107,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:27:27+05:30,108,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:27:47+05:30,109,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:28:08+05:30,110,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:28:29+05:30,111,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:28:49+05:30,112,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:29:10+05:30,113,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:29:30+05:30,114,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:29:51+05:30,115,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:30:12+05:30,116,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:30:32+05:30,117,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:30:53+05:30,118,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:31:14+05:30,119,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:31:34+05:30,120,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:31:55+05:30,121,1,2,0.1,0,100,28.31,36.32,56.75
2023-08-19T21:32:16+05:30,122,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:32:36+05:30,123,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:32:57+05:30,124,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:33:17+05:30,125,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:33:38+05:30,126,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:33:59+05:30,127,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:34:19+05:30,128,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:34:40+05:30,129,1,2,0.1,0,100,28.31,36.32,56.75
2023-08-19T21:35:01+05:30,130,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T21:35:21+05:30,131,1,2,0.1,0,100,28.25,36.36,56.81
2023-08-19T22:05:05+05:30,132,1,2,2.1,80,100,28.37,640.35,1000.55
2023-08-19T22:05:21+05:30,133,1,2,2.1,80,100,28.44,639.6,999.38
2023-08-19T22:05:41+05:30,134,1,2,2.1,80,100,28.37,640.35,1000.55
2023-08-19T22:06:01+05:30,135,1,2,2.1,80,100,28.44,637.01,995.32
2023-08-19T22:06:22+05:30,136,1,2,2.1,80,100,28.37,640.35,1000.55
2023-08-19T22:06:42+05:30,137,1,2,2.1,80,100,28.37,640.35,1000.55
2023-08-19T22:07:03+05:30,138,1,2,2.1,80,100,28.37,640.35,1000.55
2023-08-19T22:07:24+05:30,139,1,2,2.1,80,100,28.37,640.35,1000.55
2023-08-19T22:07:44+05:30,140,1,2,2.1,80,100,28.37,637.75,996.49
2023-08-19T22:08:05+05:30,141,1,2,2.1,80,100,28.37,635.16,992.44
2023-08-19T22:08:26+05:30,142,1,2,2.1,80,100,28.37,635.16,992.44
2023-08-19T22:08:46+05:30,143,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:09:07+05:30,144,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:09:28+05:30,145,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:09:48+05:30,146,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:10:09+05:30,147,1,2,2.1,80,100,28.31,630.74,985.54
2023-08-19T22:10:30+05:30,148,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:10:50+05:30,149,1,2,2.1,80,100,28.31,630.74,985.54
2023-08-19T22:11:11+05:30,150,1,2,2.1,80,100,28.31,630.74,985.54
2023-08-19T22:11:31+05:30,151,1,2,2.1,80,100,28.31,630.74,985.54
2023-08-19T22:11:52+05:30,152,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:12:13+05:30,153,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:12:33+05:30,154,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:12:54+05:30,155,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:13:14+05:30,156,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:13:35+05:30,157,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:13:56+05:30,158,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:14:19+05:30,159,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:14:37+05:30,160,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:14:58+05:30,161,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:15:18+05:30,162,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:15:39+05:30,163,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:15:59+05:30,164,1,2,2.1,80,100,28.37,630,984.38
2023-08-19T22:16:20+05:30,165,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:16:41+05:30,166,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:17:01+05:30,167,1,2,2.1,80,100,28.31,630.74,985.54
2023-08-19T22:17:23+05:30,168,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:17:43+05:30,169,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:18:03+05:30,170,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:18:24+05:30,171,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:18:44+05:30,172,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:19:05+05:30,173,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:19:26+05:30,174,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:19:46+05:30,175,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:20:07+05:30,176,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:20:28+05:30,177,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:20:48+05:30,178,1,2,2.1,80,100,28.37,632.58,988.4
2023-08-19T22:21:09+05:30,179,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:21:30+05:30,180,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:21:50+05:30,181,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:22:11+05:30,182,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:22:31+05:30,183,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:22:52+05:30,184,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:23:13+05:30,185,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:23:33+05:30,186,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:23:54+05:30,187,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:24:15+05:30,188,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:24:35+05:30,189,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:24:56+05:30,190,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:25:16+05:30,191,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:25:37+05:30,192,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:25:58+05:30,193,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:26:18+05:30,194,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:26:39+05:30,195,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:27:00+05:30,196,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:27:20+05:30,197,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:27:41+05:30,198,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:28:02+05:30,199,1,2,2.1,80,100,28.25,631.48,986.69
2023-08-19T22:28:22+05:30,200,1,2,2.1,80,100,28.25,631.48,986.69
2023-08-19T22:28:43+05:30,201,1,2,2.1,80,100,28.31,630.74,985.54
2023-08-19T22:29:03+05:30,202,1,2,2.1,80,100,28.31,630.74,985.54
2023-08-19T22:29:24+05:30,203,1,2,2.1,80,100,28.31,630.74,985.54
2023-08-19T22:29:45+05:30,204,1,2,2.1,80,100,28.25,631.48,986.69
2023-08-19T22:30:05+05:30,205,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:30:26+05:30,206,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:30:47+05:30,207,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:31:07+05:30,208,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:31:28+05:30,209,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:31:48+05:30,210,1,2,2.1,80,100,28.25,631.48,986.69
2023-08-19T22:32:09+05:30,211,1,2,2.1,80,100,28.25,631.48,986.69
2023-08-19T22:32:30+05:30,212,1,2,2.1,80,100,28.31,630.74,985.54
2023-08-19T22:32:50+05:30,213,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:33:11+05:30,214,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:33:32+05:30,215,1,2,2.1,80,100,28.25,631.48,986.69
2023-08-19T22:33:52+05:30,216,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:34:13+05:30,217,1,2,2.1,80,100,28.31,633.32,989.56
2023-08-19T22:34:33+05:30,218,1,2,2.1,80,100,28.25,631.48,986.69
2023-08-19T22:34:54+05:30,219,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:35:15+05:30,220,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:35:35+05:30,221,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:35:56+05:30,222,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:36:17+05:30,223,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:36:37+05:30,224,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:36:58+05:30,225,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:37:18+05:30,226,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:37:42+05:30,227,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:38:00+05:30,228,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:38:20+05:30,229,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:38:41+05:30,230,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:39:02+05:30,231,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:39:22+05:30,232,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:39:43+05:30,233,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:40:04+05:30,234,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:40:24+05:30,235,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:40:45+05:30,236,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:41:05+05:30,237,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:41:26+05:30,238,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:41:47+05:30,239,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:42:07+05:30,240,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:42:28+05:30,241,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:42:49+05:30,242,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:43:09+05:30,243,1,2,2.1,80,100,28.25,636.65,994.77
2023-08-19T22:43:30+05:30,244,1,2,2.1,80,100,28.25,636.65,994.77
2023-08-19T22:43:50+05:30,245,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:44:11+05:30,246,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:44:32+05:30,247,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:44:52+05:30,248,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:45:13+05:30,249,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:45:34+05:30,250,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:45:54+05:30,251,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:46:15+05:30,252,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:46:36+05:30,253,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:46:56+05:30,254,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:47:37+05:30,255,1,2,2.1,80,100,28.19,634.81,991.89
2023-08-19T22:47:58+05:30,256,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:48:19+05:30,257,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:48:39+05:30,258,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:49:00+05:30,259,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:49:21+05:30,260,1,2,2.1,80,100,28.19,637.4,995.94
2023-08-19T22:49:41+05:30,261,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:50:02+05:30,262,1,2,2.1,80,100,28.19,637.4,995.94
2023-08-19T22:50:22+05:30,263,1,2,2.1,80,100,28.25,636.65,994.77
2023-08-19T22:50:43+05:30,264,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:51:04+05:30,265,1,2,2.1,80,100,28.25,636.65,994.77
2023-08-19T22:51:24+05:30,266,1,2,2.1,80,100,28.25,636.65,994.77
2023-08-19T22:51:45+05:30,267,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:52:08+05:30,268,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:52:26+05:30,269,1,2,2.1,80,100,28.25,636.65,994.77
2023-08-19T22:52:47+05:30,270,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:53:07+05:30,271,1,2,2.1,80,100,28.19,637.4,995.94
2023-08-19T22:53:28+05:30,272,1,2,2.1,80,100,28.19,637.4,995.94
2023-08-19T22:53:49+05:30,273,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T22:54:09+05:30,274,1,2,2.1,80,100,28.19,634.81,991.89
2023-08-19T22:54:30+05:30,275,1,2,2.1,80,100,28.19,634.81,991.89
2023-08-19T22:54:51+05:30,276,1,2,2.1,80,100,28.25,636.65,994.77
2023-08-19T22:55:11+05:30,277,1,2,2.1,80,100,28.25,634.06,990.72
2023-08-19T23:09:01+05:30,278,1,2,3.1,120,100,28.06,1007.49,1574.2
2023-08-19T23:09:16+05:30,279,1,2,3.1,120,100,28,1004.72,1569.88
2023-08-19T23:09:36+05:30,280,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:09:57+05:30,281,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:10:18+05:30,282,1,2,3.1,120,100,27.94,1005.91,1571.73
2023-08-19T23:10:38+05:30,283,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:10:59+05:30,284,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:11:19+05:30,285,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:11:40+05:30,286,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:12:00+05:30,287,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:12:21+05:30,288,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:12:42+05:30,289,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:13:02+05:30,290,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:13:23+05:30,291,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:13:44+05:30,292,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:14:04+05:30,293,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:14:25+05:30,294,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:14:46+05:30,295,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:15:06+05:30,296,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:15:27+05:30,297,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:15:47+05:30,298,1,2,3.1,120,100,28,1008.68,1576.06
2023-08-19T23:16:08+05:30,299,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:16:29+05:30,300,1,2,3.1,120,100,27.94,1009.87,1577.92
2023-08-19T23:16:49+05:30,301,1,2,3.1,120,100,28,1008.68,1576.06
2023-08-19T23:17:10+05:30,302,1,2,3.1,120,100,28,1008.68,1576.06
2023-08-19T23:17:31+05:30,303,1,2,3.1,120,100,28,1008.68,1576.06
2023-08-19T23:17:51+05:30,304,1,2,3.1,120,100,28,1008.68,1576.06
2023-08-19T23:18:12+05:30,305,1,2,3.1,120,100,28,1008.68,1576.06
2023-08-19T23:18:32+05:30,306,1,2,3.1,120,100,28,1008.68,1576.06
2023-08-19T23:18:53+05:30,307,1,2,3.1,120,100,28,1008.68,1576.06
2023-08-19T23:19:14+05:30,308,1,2,3.1,120,100,28,1008.68,1576.06
2023-08-19T23:19:34+05:30,309,1,2,3.1,120,100,28,1008.68,1576.06
2023-08-19T23:19:55+05:30,310,1,2,3.1,120,100,28,1008.68,1576.06
2023-08-19T23:20:16+05:30,311,1,2,3.1,120,100,28.06,1007.49,1574.2
2023-08-19T23:20:36+05:30,312,1,2,3.1,120,100,28.06,1007.49,1574.2
2023-08-19T23:20:57+05:30,313,1,2,3.1,120,100,28,1012.65,1582.26
2023-08-19T23:21:18+05:30,314,1,2,3.1,120,100,28,1012.65,1582.26
2023-08-19T23:21:38+05:30,315,1,2,3.1,120,100,28.06,1007.49,1574.2
2023-08-19T23:21:59+05:30,316,1,2,3.1,120,100,28.06,1011.46,1580.4
2023-08-19T23:22:21+05:30,317,1,2,3.1,120,100,28.06,1011.46,1580.4
2023-08-19T23:22:40+05:30,318,1,2,3.1,120,100,28.06,1011.46,1580.4
2023-08-19T23:23:01+05:30,319,1,2,3.1,120,100,28.06,1011.46,1580.4
2023-08-19T23:23:21+05:30,320,1,2,3.1,120,100,28.06,1011.46,1580.4
2023-08-19T23:23:42+05:30,321,1,2,3.1,120,100,28.06,1011.46,1580.4
2023-08-19T23:24:03+05:30,322,1,2,3.1,120,100,28.06,1011.46,1580.4
